ID,Monetary,Frequence,Recency
17690.0,4726.8,15,30
12947.0,1603.99,6,144
17460.0,622.4300000000001,6,94
18229.0,7276.900000000001,20,12
14142.0,311.81,1,373
17069.0,2709.7000000000003,9,28
13065.0,205.86,1,373
14606.0,12076.15,93,1
16835.0,180.85,2,128
15235.0,2247.51,12,218
13576.0,6717.34,18,10
18011.0,102.78999999999999,1,373
13090.0,8910.82,14,9
15694.0,6479.4,14,1
14741.0,1400.34,6,12
13715.0,1077.39,5,281
17732.0,303.97,1,373
12855.0,38.1,1,373
15752.0,2626.6,7,40
17855.0,208.97,1,373
14047.0,1308.6100000000001,5,9
17925.0,244.08,1,373
13941.0,5112.96,5,22
17017.0,8694.26,20,3
14135.0,4690.31,15,2
13108.0,350.06,1,373
15601.0,6776.56,14,11
13418.0,6127.43,18,12
15658.0,1024.1000000000001,5,190
14388.0,3212.84,8,10
14901.0,1421.29,9,11
18041.0,4097.37,21,12
15955.0,4416.26,14,24
15070.0,106.2,1,373
16244.0,1522.75,2,212
15111.0,1567.48,3,29
14390.0,4642.57,9,10
16546.0,787.15,2,291
15260.0,1810.77,7,100
13305.0,2000.86,10,4
14491.0,340.93,2,175
14060.0,6140.42,19,5
15923.0,127.08,1,373
16752.0,207.5,1,373
17287.0,1049.06,7,26
15363.0,326.0,1,373
12915.0,363.65,2,149
15544.0,3546.71,9,9
15738.0,4812.42,16,19
17381.0,20275.61,29,9
15827.0,1836.0900000000001,14,73
14180.0,4748.52,25,11
13117.0,984.91,8,22
16916.0,562.41,2,24
17964.0,463.21,2,32
14466.0,2272.4,7,29
17235.0,550.06,2,25
16510.0,248.1,1,372
17802.0,1285.04,3,82
15107.0,319.5,6,311
17976.0,321.79,1,372
14449.0,885.8,4,19
16781.0,311.25,1,372
13491.0,1215.82,10,52
16186.0,4006.94,12,23
17685.0,3155.83,7,17
17581.0,11025.24,25,1
15732.0,294.12,2,212
13138.0,962.39,6,22
15823.0,15.0,1,372
17567.0,4331.48,8,7
15061.0,54534.14,48,4
16203.0,592.9,4,59
15640.0,12416.11,15,4
15574.0,675.64,4,178
16770.0,757.1,5,58
17838.0,2720.8,5,27
17228.0,1906.09,8,16
14829.0,697.55,4,29
17412.0,1258.06,7,3
14031.0,17286.86,19,7
14775.0,1011.9,3,58
12971.0,11189.91,86,4
17659.0,2999.46,12,17
15299.0,4507.01,7,67
15646.0,447.64000000000004,3,158
13402.0,621.23,2,127
17757.0,5593.39,30,1
13011.0,50.550000000000004,1,372
13798.0,37153.85,57,1
16754.0,2002.4,1,372
16634.0,217.9,2,223
18239.0,1561.6100000000001,5,219
14576.0,35.400000000000006,1,372
13145.0,618.52,4,40
18168.0,1160.04,6,176
14395.0,3479.91,9,2
14865.0,52.2,2,7
15093.0,4597.02,6,18
12738.0,155.35,1,372
16150.0,2053.02,5,43
17552.0,930.41,4,60
14236.0,490.86,2,81
17961.0,1296.44,39,21
14573.0,1639.82,9,180
17135.0,1139.73,7,16
17396.0,7330.8,8,39
12967.0,1660.9,2,358
12686.0,89.14,1,372
13370.0,754.87,1,372
16883.0,272.48,2,187
13520.0,3624.35,6,59
12841.0,3991.58,25,5
16905.0,3037.6,7,5
12427.0,825.8,3,22
17967.0,112.27,1,372
16891.0,742.43,5,2
14589.0,39.75,1,372
14156.0,117210.08,55,10
14680.0,28754.11,16,25
17884.0,695.0699999999999,4,4
12557.0,11990.960000000001,5,16
14083.0,1002.9,9,4
13013.0,4810.9400000000005,13,1
14210.0,1905.8400000000001,6,106
16477.0,2494.46,7,64
12600.0,2599.04,10,29
16013.0,37130.6,47,4
17949.0,58510.48,45,1
12779.0,3981.36,8,38
16926.0,230.25,1,371
17787.0,1817.54,4,153
12682.0,12279.82,31,4
14723.0,1122.3600000000001,6,10
17954.0,2314.13,12,5
17819.0,3704.87,7,72
12712.0,4396.13,13,29
15373.0,2415.91,12,8
16140.0,725.18,2,66
17198.0,692.22,3,24
17238.0,3719.1,17,3
12793.0,545.48,2,335
15769.0,56252.72,26,7
14396.0,487.99,2,65
14898.0,1269.31,6,23
12725.0,427.8,1,371
16725.0,758.27,7,302
12395.0,3018.63,12,19
16455.0,1841.18,7,64
13081.0,28337.38,11,12
15545.0,288.96999999999997,2,54
17243.0,8540.05,26,1
15465.0,7354.62,18,20
13089.0,58762.08,97,3
16033.0,8778.82,20,6
13838.0,674.82,4,6
18055.0,6761.34,10,7
15038.0,685.74,6,59
18109.0,8004.92,26,2
13069.0,4431.44,24,1
16241.0,2590.31,13,10
14800.0,4331.79,12,48
15708.0,3235.25,7,41
16839.0,16594.35,34,9
16168.0,3787.6,27,11
16931.0,4554.87,21,5
16814.0,6416.7,21,14
15351.0,1934.66,7,12
13269.0,5343.28,15,1
14813.0,152.88,2,370
12567.0,9401.28,10,23
17062.0,533.33,4,314
15332.0,1661.06,4,366
14810.0,2085.33,11,41
16353.0,6675.71,23,4
18118.0,5625.08,26,11
13831.0,2198.45,6,16
13506.0,458.52,2,316
17796.0,690.0,4,40
15716.0,1101.1100000000001,4,146
18156.0,675.64,2,13
16983.0,1905.87,7,13
17059.0,3080.39,5,30
16327.0,3820.27,6,14
17211.0,2317.2200000000003,8,27
17026.0,154.82999999999998,2,185
15570.0,4148.82,12,7
15880.0,329.03000000000003,1,369
16718.0,606.0500000000001,1,369
15808.0,3651.27,4,306
17858.0,5140.66,12,6
16393.0,3040.96,13,2
14527.0,8507.13,55,3
14161.0,1097.6200000000001,3,216
17863.0,3160.0,6,59
16411.0,211.7,2,19
16402.0,293.45,2,265
15023.0,6720.41,11,3
17402.0,2633.85,13,5
15426.0,1404.07,5,19
12647.0,3722.82,12,22
15894.0,258.25,2,253
15867.0,3810.14,15,5
12472.0,6572.11,7,32
14506.0,1960.65,5,17
15555.0,4794.86,16,12
13034.0,642.77,2,55
15889.0,420.07,2,157
15953.0,1657.28,8,15
16143.0,2424.94,6,3
12720.0,5781.73,25,3
16422.0,34684.4,51,17
12747.0,4196.01,11,2
15502.0,10384.93,12,16
12763.0,494.08,2,138
14081.0,921.62,2,302
17965.0,2599.19,14,38
14404.0,1449.32,6,34
13579.0,467.04,2,15
13174.0,2742.82,3,16
15987.0,1432.77,7,12
17677.0,16345.38,30,2
13652.0,1095.08,3,46
17428.0,17256.85,28,1
16858.0,375.69000000000005,1,369
16161.0,5533.67,19,2
18219.0,2069.77,10,3
14293.0,1046.56,4,3
14748.0,1415.75,5,29
16638.0,1680.72,10,23
17674.0,551.04,2,74
12808.0,483.65000000000003,3,37
13094.0,1927.3200000000002,12,21
15899.0,56.25,1,369
12708.0,2712.91,10,30
15898.0,1383.83,5,1
14443.0,1420.2,4,54
17691.0,290.40000000000003,2,358
17227.0,939.32,6,19
15039.0,19766.59,47,10
15919.0,525.69,2,20
13497.0,348.05,2,283
15860.0,965.16,8,41
14189.0,4654.08,15,2
15304.0,694.4000000000001,8,61
14344.0,889.9300000000001,8,127
16719.0,1770.22,7,15
15048.0,381.0,4,65
15301.0,5049.95,12,51
14708.0,1126.37,3,3
16898.0,501.03,3,26
14825.0,2221.01,12,4
18113.0,76.32000000000001,1,369
17596.0,2806.69,7,23
15078.0,9743.11,32,7
14085.0,4421.29,18,2
17860.0,226.45000000000002,1,369
13155.0,971.76,4,33
15028.0,627.13,4,8
16919.0,2592.25,11,156
17259.0,581.23,2,148
17019.0,1258.08,4,11
16722.0,4730.81,13,17
15882.0,516.36,4,199
14667.0,9175.04,25,11
16710.0,2467.99,10,19
15984.0,2780.63,10,3
14487.0,1165.48,6,27
17682.0,2474.33,6,10
16658.0,123.24,1,368
16550.0,2298.97,5,109
17068.0,4552.14,21,12
15356.0,2718.03,10,31
17223.0,416.89,2,310
16817.0,1604.75,9,3
13030.0,752.4399999999999,2,11
17191.0,2093.68,7,28
15194.0,7616.53,15,3
14409.0,2059.4500000000003,6,71
16654.0,601.27,4,141
13495.0,2044.8700000000001,5,8
17519.0,1844.02,6,17
17218.0,1951.97,10,4
17812.0,699.81,4,13
14215.0,1789.72,6,12
15602.0,1297.8700000000001,9,8
17320.0,1200.6200000000001,3,100
12913.0,2483.63,5,5
17869.0,428.18,5,107
13564.0,1724.67,3,144
13963.0,664.54,4,308
17450.0,194390.79,46,8
17091.0,3827.76,9,3
17470.0,1125.07,5,45
17616.0,571.1999999999999,3,174
15649.0,816.0,2,336
12681.0,13787.54,22,15
14907.0,3501.1,7,3
17735.0,13110.02,19,2
16059.0,1453.16,6,66
17720.0,1195.94,4,26
15018.0,496.21000000000004,3,39
15838.0,33643.08,19,11
14733.0,9585.91,12,16
13756.0,5189.52,14,2
14176.0,576.9000000000001,4,297
15353.0,770.12,2,255
18119.0,180.7,1,368
17491.0,3558.87,10,1
14282.0,3701.44,15,3
13569.0,338.62,2,17
14673.0,1736.4,5,3
13488.0,8968.31,13,17
16221.0,860.86,3,37
15002.0,1641.76,4,116
15965.0,808.87,4,17
15024.0,1636.43,10,10
17675.0,20374.28,31,1
13769.0,2796.51,10,2
16904.0,3653.75,16,4
16086.0,1121.39,5,59
13786.0,230.39999999999998,1,367
13880.0,3219.77,13,21
13173.0,353.65,2,4
15858.0,1427.57,5,16
15180.0,87.5,1,367
12347.0,4310.0,7,2
14739.0,3902.28,7,4
16293.0,2248.9900000000002,10,22
17419.0,4226.57,12,11
16775.0,1691.51,11,10
16306.0,632.27,6,214
16950.0,1178.56,3,57
17591.0,2203.67,7,73
12839.0,5591.42,14,3
13807.0,112.6,1,367
16125.0,289.35,1,367
15081.0,504.8,5,22
18102.0,259657.3,60,1
16365.0,1540.42,9,18
17870.0,1865.89,12,2
14821.0,48.800000000000004,1,367
16863.0,502.8,2,31
13078.0,12627.94,26,3
13267.0,4521.49,19,3
13050.0,5836.86,17,15
12709.0,9706.52,15,15
15628.0,2870.2400000000002,9,5
12386.0,401.9,2,338
16779.0,10611.720000000001,22,2
13599.0,5149.92,21,1
13329.0,789.0,2,32
18077.0,2584.41,11,8
14744.0,1099.98,7,16
17406.0,2184.42,3,333
15750.0,2463.05,8,3
13983.0,2603.43,12,30
13842.0,3385.62,9,59
14796.0,7975.49,17,1
12441.0,173.55,1,367
13199.0,9817.12,38,4
14032.0,2975.59,11,2
17706.0,10504.49,17,4
16081.0,2799.42,5,56
16525.0,13027.45,26,2
17975.0,4483.26,13,15
16122.0,684.4200000000001,4,73
13126.0,2099.64,8,5
15973.0,307.82000000000005,1,367
16558.0,8338.49,20,1
16893.0,145.93,1,367
15021.0,1871.77,9,9
15529.0,3962.6,11,23
15498.0,13316.4,27,3
18043.0,529.29,3,25
16016.0,1465.51,8,3
17722.0,2424.04,4,96
17324.0,986.48,4,18
17341.0,682.29,3,157
14051.0,15610.390000000001,23,1
16233.0,536.6800000000001,3,71
16385.0,554.86,3,60
15032.0,4959.1,3,256
16713.0,6910.78,15,19
17213.0,2781.23,7,40
18061.0,2119.41,10,22
15916.0,1502.8600000000001,8,16
15221.0,403.25,1,366
13455.0,1058.34,2,25
13113.0,12245.960000000001,24,1
14217.0,2004.98,17,2
17262.0,1253.3600000000001,5,52
18259.0,2338.6000000000004,3,25
17676.0,1371.18,6,4
16679.0,129.75,1,366
18269.0,168.6,1,366
12766.0,6989.63,7,4
15298.0,4799.9,12,2
13523.0,3964.88,5,33
15005.0,6295.37,28,16
15581.0,3675.77,13,121
15680.0,1333.68,3,9
13649.0,346.6,2,257
17894.0,1118.96,8,72
13270.0,590.0,1,366
14866.0,14389.9,12,11
13077.0,728.02,4,1
13531.0,483.8,2,205
13848.0,1255.0,3,92
13140.0,422.47,3,108
15713.0,356.7,2,143
17999.0,380.39,2,37
15347.0,201.60000000000002,1,366
14766.0,2473.37,6,8
17340.0,12353.29,11,30
13984.0,920.51,5,27
15996.0,1032.58,6,88
14030.0,2358.84,8,18
16596.0,250.15,2,16
16700.0,5076.55,13,9
16011.0,3352.96,16,8
17655.0,2638.94,7,11
16717.0,3843.08,6,24
14243.0,2588.77,10,9
12963.0,1856.63,8,8
15079.0,895.61,4,213
14437.0,63.0,1,366
12942.0,675.6,3,131
15660.0,1600.86,9,25
18092.0,9068.26,11,2
15358.0,8347.2,22,5
13319.0,10845.550000000001,26,5
12481.0,5579.82,10,23
12621.0,13689.67,20,2
14299.0,3965.62,9,8
18071.0,453.0,2,258
12683.0,8476.57,15,4
12755.0,3811.95,2,281
13854.0,8109.5199999999995,25,9
12797.0,254.03,1,366
16782.0,2267.9500000000003,13,10
13369.0,308.28000000000003,1,366
12494.0,1246.1000000000001,7,16
17857.0,26879.04,23,4
14932.0,363.53,1,366
12429.0,3750.4,4,9
14987.0,326.4,2,16
14355.0,174.4,1,366
17526.0,1195.8999999999999,4,5
14896.0,468.77000000000004,2,205
14440.0,2357.6800000000003,5,8
13240.0,663.65,4,96
14479.0,316.25,2,254
16065.0,367.14,1,365
17430.0,265.76,2,33
16520.0,1046.57,3,186
15945.0,181.0,1,365
15856.0,16143.64,27,4
13102.0,6424.09,24,1
15271.0,2493.34,15,7
13982.0,1871.81,4,39
15288.0,2306.52,5,43
17978.0,300.91999999999996,1,365
16795.0,414.88,1,365
16519.0,215.07999999999998,2,25
17816.0,36.56,4,37
16255.0,2619.91,8,17
17671.0,1572.71,4,16
17646.0,1008.39,3,219
12872.0,599.97,2,327
17339.0,243.36,2,94
17097.0,954.42,8,2
15192.0,1044.32,3,120
15380.0,1690.2600000000002,5,9
17950.0,482.2,3,72
12826.0,1474.72,7,3
17456.0,249.86,1,365
15811.0,2218.62,6,22
13327.0,3627.77,8,39
18225.0,5504.96,12,3
15211.0,894.4100000000001,2,60
15596.0,1406.59,5,101
16163.0,856.6,2,232
16907.0,928.76,5,29
17576.0,3564.83,19,8
14713.0,2662.2,11,9
14702.0,3251.79,17,1
13230.0,2755.63,14,4
13969.0,9024.17,18,7
17530.0,2367.12,10,1
15805.0,5488.18,17,23
12471.0,19788.65,30,2
17696.0,2285.71,8,38
17076.0,841.0799999999999,3,36
17827.0,1987.33,5,5
16265.0,5447.0,9,9
17880.0,458.92,1,365
13000.0,534.85,3,107
16499.0,365.45,2,360
17790.0,1964.3,14,27
12731.0,18895.91,12,24
14419.0,1051.79,6,11
14082.0,182.25,1,365
17912.0,310.06,5,310
15723.0,190.7,1,365
16656.0,8625.8,15,22
14037.0,147.20000000000002,2,176
14256.0,969.0600000000001,2,260
14543.0,3599.73,16,29
16062.0,1153.62,4,10
18116.0,1403.1100000000001,8,68
16019.0,3786.2400000000002,9,47
18178.0,1590.81,4,129
18065.0,2392.83,14,6
14952.0,8099.49,11,60
13148.0,3683.26,12,29
12989.0,6924.110000000001,15,3
14107.0,2703.23,7,52
15881.0,501.39000000000004,5,312
12785.0,311.95,1,364
16727.0,256.32,1,364
15514.0,4023.7200000000003,11,12
13787.0,309.04,2,76
17865.0,10526.32,20,31
17220.0,3187.55,14,24
16565.0,173.7,1,364
16873.0,7123.62,6,5
14062.0,10464.85,12,10
18016.0,1477.66,5,32
14448.0,375.35,2,9
15503.0,141.04,1,363
17251.0,269.83,1,363
16923.0,7069.08,19,12
14159.0,4630.35,11,20
14577.0,859.71,4,13
17126.0,989.45,5,152
12753.0,21429.39,6,23
17236.0,916.13,6,13
17372.0,1337.18,8,41
16367.0,800.67,2,37
12875.0,343.2300000000001,2,143
17917.0,335.03,3,45
16010.0,392.4,3,246
17085.0,1562.4,5,123
15224.0,322.08,2,358
13668.0,6309.83,21,3
14684.0,1201.51,5,26
17188.0,2474.23,7,11
15547.0,4910.6,14,7
15998.0,3080.22,5,37
14413.0,121.05,1,362
18004.0,157.92,1,362
13959.0,594.04,3,79
16665.0,135.39999999999998,1,362
15454.0,179.1,1,362
15044.0,7634.7300000000005,17,19
17937.0,4301.22,7,9
14608.0,1785.15,4,4
17618.0,930.28,3,6
14505.0,5859.43,8,17
18037.0,70.02,6,154
13198.0,3401.2400000000002,6,10
12540.0,13400.24,17,20
13225.0,6463.84,7,3
15361.0,418.92,1,362
15689.0,254.1,2,120
14290.0,2314.65,5,11
13209.0,5891.61,8,30
13999.0,3901.81,12,10
14498.0,1957.32,5,43
15854.0,2969.12,12,4
16701.0,5398.3,13,9
16927.0,543.05,3,116
17990.0,630.84,3,237
14544.0,2004.3,2,24
17338.0,6493.54,8,17
17799.0,3039.17,10,22
14565.0,3099.12,4,96
16726.0,1358.74,5,26
17303.0,250.04,1,361
14639.0,2984.49,6,52
17611.0,3961.12,15,7
17231.0,3124.72,10,12
17179.0,711.79,3,178
17524.0,145.0,1,361
12476.0,6816.42,11,16
17293.0,1854.06,9,8
17890.0,586.89,2,323
17375.0,400.1,3,199
17371.0,418.4,3,17
17969.0,228.2,2,166
14625.0,899.63,2,196
15159.0,18641.010000000002,30,2
13211.0,1095.42,3,10
15777.0,1047.11,4,241
14525.0,4215.9,9,20
13324.0,7121.95,10,36
13948.0,102.0,1,361
16202.0,365.27,1,361
16442.0,609.3,3,2
18075.0,2611.75,10,23
14524.0,1843.83,9,32
14961.0,7044.68,9,11
17041.0,1071.49,3,27
16458.0,3482.7400000000002,18,3
16083.0,1317.62,2,101
17194.0,262.62,2,274
14057.0,6211.66,17,24
14871.0,501.28000000000003,4,3
13178.0,5725.47,11,26
18044.0,2088.6,10,4
16812.0,479.35,1,361
16191.0,5180.52,13,3
12370.0,3541.94,4,51
14298.0,51527.3,44,8
17158.0,1266.97,3,32
16899.0,1271.06,6,8
16531.0,1244.59,7,22
17404.0,31906.82,15,4
14415.0,5855.57,13,1
16556.0,3313.79,7,67
16805.0,460.59,2,174
16503.0,1431.93,4,107
16553.0,5719.82,12,163
17739.0,2791.35,7,12
13238.0,700.73,4,17
12829.0,293.0,2,337
13097.0,6003.22,10,33
15392.0,1535.53,4,5
13846.0,865.0600000000001,3,25
12867.0,4009.34,7,26
14401.0,4051.48,13,4
16145.0,3799.4900000000002,11,9
17629.0,1814.12,8,6
14150.0,658.64,2,36
13496.0,653.33,2,11
13611.0,1154.4,3,89
16954.0,2085.08,9,1
17454.0,517.53,4,192
17449.0,2519.21,7,2
13295.0,201.20000000000002,1,360
17230.0,3638.41,8,264
15384.0,642.41,2,170
15950.0,1744.71,4,32
15512.0,121.0,2,156
17525.0,422.70000000000005,1,360
13458.0,9646.57,14,7
16003.0,2735.37,5,30
13092.0,477.83,5,71
13426.0,3641.32,10,1
15101.0,317.53,2,9
17033.0,1030.14,3,86
13221.0,847.41,2,240
14201.0,747.44,7,60
17692.0,740.9399999999999,4,127
15822.0,885.47,2,3
16134.0,618.09,2,22
17551.0,290.34,1,359
18050.0,74.4,1,359
14913.0,1227.43,4,36
15641.0,1887.2,4,105
13124.0,3756.33,3,90
17214.0,1059.1200000000001,6,60
15456.0,434.59000000000003,3,283
15062.0,987.86,4,71
12928.0,2062.7000000000003,5,35
15727.0,5159.06,7,17
17980.0,811.45,3,166
15290.0,7943.22,18,5
17752.0,80.64,1,359
15615.0,10399.74,23,10
12577.0,626.6,3,35
17189.0,383.75,2,106
17496.0,271.05,1,359
16607.0,3347.71,14,18
13317.0,2273.68,6,66
13890.0,1883.8100000000002,10,1
17001.0,3989.57,11,1
15246.0,514.15,2,238
15482.0,10879.76,12,16
13021.0,2616.38,9,4
16037.0,855.02,3,270
14841.0,3295.76,6,53
16670.0,4095.9,11,17
16985.0,5464.12,10,17
16705.0,14034.99,20,1
14414.0,1496.98,7,92
15563.0,1400.44,4,22
12980.0,7374.900000000001,9,158
16746.0,6680.11,18,5
16470.0,752.77,4,52
14878.0,1476.09,9,13
16743.0,2213.13,7,29
17146.0,749.78,3,106
12877.0,1535.77,12,4
15394.0,2183.54,4,10
14621.0,1788.3600000000001,5,1
15379.0,3703.29,7,169
14309.0,2352.53,9,8
17288.0,1417.63,7,9
14709.0,4921.04,13,15
15157.0,1936.07,3,4
17744.0,2322.4,6,4
16316.0,2938.91,8,64
15620.0,1553.18,3,57
15789.0,351.3,1,358
16560.0,841.41,2,27
13534.0,5870.08,25,2
17580.0,215.72,3,253
15759.0,253.04,3,218
14373.0,76.55,1,358
18176.0,476.35,1,358
14092.0,4076.91,14,8
15366.0,602.51,2,75
14735.0,6065.69,32,4
16271.0,1404.64,5,3
18223.0,6484.54,14,5
15532.0,1564.73,4,25
16816.0,417.06,4,103
16684.0,66653.56,28,4
14334.0,2552.21,8,17
16945.0,4345.5,19,22
14643.0,693.8100000000001,2,170
15197.0,1079.6100000000001,3,11
14220.0,632.4,2,247
13874.0,540.45,1,358
18260.0,2628.35,6,173
17848.0,901.1999999999999,9,81
17392.0,417.27,2,307
12348.0,1797.24,4,75
14985.0,292.01,2,198
13004.0,5655.91,18,12
14560.0,2237.77,22,7
12931.0,42055.96,15,22
13627.0,1638.47,5,59
12551.0,168.0,1,358
12782.0,2330.92,5,5
14769.0,10416.98,8,3
15780.0,475.28000000000003,3,184
12417.0,3649.1,9,3
17315.0,6281.23,38,2
16711.0,1651.03,5,3
12726.0,2609.1,7,28
15204.0,316.58,1,357
17888.0,716.0,8,21
17007.0,889.9300000000001,6,51
15160.0,158.16,1,357
14016.0,4341.21,4,162
13033.0,190.55,1,357
12691.0,1035.8,6,28
13869.0,3083.65,4,123
14146.0,4191.0,5,9
12705.0,6868.29,9,15
16885.0,450.41,3,15
17913.0,408.65,2,59
12668.0,3807.15,4,12
14472.0,1852.67,8,104
17358.0,360.81,2,303
16686.0,2959.88,7,47
18245.0,2567.06,7,7
17343.0,193.64,1,355
16153.0,1824.23,5,50
12377.0,1628.12,2,315
14646.0,280206.02,74,2
12944.0,604.51,2,36
15279.0,290.51,1,355
14099.0,3104.17,11,16
12721.0,2656.13,6,32
13104.0,1098.48,6,3
14113.0,1840.42,4,4
13027.0,6912.0,6,114
15312.0,924.85,4,75
17621.0,1379.9,3,21
17090.0,1974.65,7,4
15527.0,2428.53,8,19
18097.0,2662.4,6,8
15460.0,214.26,1,354
15034.0,4274.16,8,16
12423.0,1859.31,8,1
12678.0,17628.46,12,42
15208.0,870.12,5,1
16996.0,1456.96,6,30
17306.0,8631.31,19,11
14737.0,1164.55,3,4
13029.0,1247.5,3,31
16270.0,1141.24,1,353
13487.0,575.4,3,58
12515.0,383.7,1,353
17400.0,2097.84,5,126
17593.0,3923.86,5,4
13953.0,3515.68,7,7
14533.0,1949.72,7,25
12734.0,110.39999999999999,1,353
14532.0,932.85,4,236
12383.0,1850.56,5,185
15562.0,134.55,1,352
15587.0,913.6800000000001,4,50
13922.0,172.25,1,352
13817.0,382.98,2,29
12585.0,2040.1,2,234
13165.0,1021.48,2,46
13304.0,300.42,1,351
13313.0,1555.32,5,22
16875.0,2095.53,5,67
16282.0,168.3,1,340
12957.0,4017.54,8,10
14462.0,1980.57,11,66
13397.0,1544.13,5,73
13680.0,3719.12,4,1
12483.0,2484.98,8,17
15164.0,824.58,3,69
17457.0,1737.7,5,127
14732.0,2702.4900000000002,8,8
14221.0,3432.8,9,42
14553.0,859.27,5,19
13253.0,1030.4,2,157
15841.0,1224.06,4,73
16112.0,195.73999999999998,4,143
13629.0,7792.36,11,23
16600.0,813.52,6,4
15661.0,309.8,2,317
16532.0,6748.8,3,18
15266.0,119.3,1,338
14653.0,1926.65,7,1
16771.0,2242.61,5,33
17585.0,1116.68,4,109
15046.0,5090.42,15,9
13082.0,3613.63,9,126
15464.0,1044.65,1,338
18226.0,5228.05,11,44
18062.0,720.52,3,173
12415.0,124914.53,21,24
17368.0,1878.87,8,23
14618.0,553.44,3,9
14258.0,12669.98,9,9
15719.0,5030.07,13,33
13368.0,623.4,2,257
17634.0,2358.59,9,36
16676.0,1592.1200000000001,4,34
18283.0,2045.53,16,4
12735.0,779.5699999999999,2,315
13764.0,1519.42,3,71
13656.0,379.65,2,165
12413.0,758.1,3,67
14312.0,1611.59,6,47
13280.0,798.46,3,122
15845.0,3711.77,8,18
13187.0,236.02,1,337
16567.0,865.6,2,194
14828.0,2139.76,3,197
12530.0,1662.28,4,60
16551.0,922.12,3,96
16889.0,1578.67,3,195
16473.0,316.11,3,165
13750.0,1647.26,5,54
12501.0,2169.39,1,337
15607.0,104.76,1,337
15139.0,178.96,2,240
12489.0,334.93,1,336
17707.0,152.4,2,185
18198.0,5425.56,17,4
12484.0,4527.32,6,33
18179.0,1793.17,6,9
17284.0,1647.48,6,60
13233.0,605.12,2,74
14889.0,135.9,1,336
12480.0,3281.63,4,28
14672.0,765.55,2,235
13593.0,2011.88,5,108
14867.0,710.28,3,186
13162.0,1688.29,4,122
13183.0,3957.78,9,8
17095.0,1324.16,3,23
12939.0,11581.8,8,64
15611.0,1591.45,13,10
17114.0,801.12,8,6
15059.0,1337.72,9,41
16326.0,3039.2200000000003,14,6
17128.0,157.09,1,335
14761.0,255.9,2,59
17555.0,480.31,2,20
12651.0,114.0,1,335
16735.0,2247.41,5,79
16833.0,1106.53,4,1
17800.0,1187.21,9,37
16748.0,1515.9,5,18
14755.0,5010.28,11,10
16549.0,4034.9,10,10
13565.0,240.22,2,19
15799.0,884.14,3,76
18032.0,73.5,1,334
13451.0,2898.2599999999998,5,26
14794.0,1319.91,7,3
12539.0,5568.35,4,22
16350.0,1116.47,4,21
12500.0,4257.82,11,23
18171.0,1231.31,5,59
12524.0,4485.72,8,9
17811.0,7761.82,39,4
16850.0,332.41,1,334
14321.0,1530.75,5,11
15326.0,311.71,1,334
17849.0,605.8000000000001,4,218
14229.0,1547.2,3,52
13107.0,1531.6200000000001,4,44
16497.0,2965.69,6,50
16303.0,5360.63,3,26
